ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
22736,male,group d,master's degree,standard,none,divorced,regularly,yes,2.0,school_bus,5 - 10,95,84,86
22737,male,group c,some college,free/reduced,none,widowed,sometimes,yes,0.0,school_bus,5 - 10,57,54,46
22738,male,group c,high school,free/reduced,completed,married,sometimes,yes,4.0,school_bus,< 5,52,50,52
22739,female,group e,associate's degree,standard,completed,married,regularly,no,4.0,unknown,5 - 10,80,75,83
22740,female,group b,bachelor's degree,free/reduced,none,divorced,sometimes,no,1.0,school_bus,< 5,54,70,69
22741,male,group c,some high school,standard,none,unknown,never,yes,0.0,unknown,< 5,44,44,43
22742,male,group a,some college,free/reduced,unknown,widowed,sometimes,no,4.0,school_bus,5 - 10,67,72,65
22743,male,group c,high school,free/reduced,completed,married,regularly,unknown,0.0,unknown,> 10,65,80,73
22744,female,group d,associate's degree,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,47,57,55
22745,male,group d,associate's degree,standard,none,single,regularly,no,4.0,school_bus,< 5,77,79,75
22746,male,group c,master's degree,standard,none,divorced,regularly,yes,5.0,school_bus,5 - 10,76,75,71
22747,female,unknown,some college,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,68,78,84
22748,female,group c,associate's degree,free/reduced,completed,single,sometimes,yes,2.0,school_bus,5 - 10,43,60,63
22749,female,group a,some college,standard,completed,married,regularly,yes,1.0,private,< 5,74,77,83
22750,female,group d,some high school,standard,none,single,sometimes,yes,0.0,school_bus,> 10,42,62,66
22751,male,group d,bachelor's degree,free/reduced,none,divorced,never,no,3.0,private,5 - 10,86,80,80
22752,female,group e,some high school,standard,none,single,sometimes,yes,1.0,school_bus,< 5,71,80,79
22753,male,group e,some high school,free/reduced,completed,married,regularly,yes,3.0,school_bus,< 5,68,60,62
22754,female,group d,associate's degree,free/reduced,none,married,regularly,no,2.0,school_bus,< 5,42,63,59
22755,male,group c,some college,standard,completed,married,never,yes,1.0,private,5 - 10,92,87,91
22756,female,group d,some high school,standard,none,married,regularly,yes,2.0,private,5 - 10,58,66,63
22757,male,group d,high school,standard,none,single,sometimes,unknown,2.0,school_bus,< 5,64,50,51
22758,female,group a,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,68,85,77
22759,female,group b,high school,standard,none,married,sometimes,no,1.0,private,5 - 10,72,83,81
22760,female,unknown,some high school,standard,completed,divorced,sometimes,no,3.0,unknown,5 - 10,63,78,77
22761,female,group b,some high school,standard,completed,single,sometimes,yes,2.0,school_bus,5 - 10,83,99,100
22762,male,group c,some high school,free/reduced,completed,married,sometimes,yes,0.0,school_bus,> 10,51,58,47
22763,male,group c,some high school,standard,none,married,sometimes,no,7.0,private,5 - 10,69,84,75
22764,female,group b,some college,standard,none,widowed,never,yes,2.0,school_bus,< 5,64,75,77
22765,female,group b,bachelor's degree,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,49,66,64
22766,male,group c,unknown,standard,none,married,sometimes,no,3.0,private,< 5,39,43,28
22767,female,group c,some high school,standard,none,single,sometimes,yes,2.0,school_bus,unknown,56,64,61
22768,female,group d,associate's degree,free/reduced,completed,unknown,sometimes,yes,1.0,private,> 10,55,66,69
22769,female,group d,some college,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,57,60,66
22770,male,group d,associate's degree,free/reduced,none,married,regularly,no,0.0,school_bus,5 - 10,24,32,29
22771,female,group c,high school,standard,none,married,sometimes,yes,2.0,private,5 - 10,75,75,83
22772,female,group e,some college,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,99,98,98
22773,male,group e,master's degree,standard,none,married,sometimes,yes,3.0,school_bus,< 5,86,82,75
22774,female,group d,some college,standard,none,unknown,regularly,no,4.0,school_bus,< 5,39,50,49
22775,female,group c,high school,standard,completed,divorced,regularly,no,1.0,school_bus,> 10,72,84,77
22776,male,group a,some college,free/reduced,none,married,sometimes,no,5.0,school_bus,5 - 10,29,31,27
22777,female,group a,associate's degree,free/reduced,completed,divorced,never,yes,1.0,school_bus,unknown,35,46,41
22778,male,group e,some high school,standard,completed,single,regularly,yes,3.0,school_bus,< 5,92,90,89
22779,female,group b,some high school,standard,none,married,sometimes,yes,0.0,school_bus,< 5,58,65,59
22780,male,group e,some college,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,100,93,93
22781,female,group c,some college,standard,completed,single,sometimes,yes,2.0,private,> 10,80,89,90
22782,male,group d,some high school,standard,none,married,never,yes,1.0,school_bus,> 10,54,56,55
22783,female,group c,some college,standard,none,married,sometimes,no,4.0,private,5 - 10,35,50,51
22784,female,group c,some high school,standard,none,divorced,never,yes,3.0,private,< 5,79,78,81
22785,male,group c,some college,standard,unknown,single,sometimes,yes,0.0,private,< 5,77,86,83
22786,male,group c,bachelor's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,42,30,33
22787,male,group e,associate's degree,standard,unknown,divorced,never,yes,4.0,school_bus,5 - 10,63,47,44
22788,male,group a,high school,free/reduced,unknown,married,regularly,no,3.0,unknown,5 - 10,46,45,45
22789,male,group d,high school,free/reduced,completed,married,sometimes,yes,0.0,private,5 - 10,57,60,60
22790,female,group d,associate's degree,standard,completed,single,never,yes,3.0,school_bus,5 - 10,74,90,93
22791,male,group b,some college,standard,none,single,sometimes,yes,3.0,private,5 - 10,51,44,43
22792,female,group c,high school,free/reduced,completed,divorced,regularly,yes,0.0,school_bus,5 - 10,84,93,90
22793,male,group b,bachelor's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,49,45,45
22794,female,group b,associate's degree,standard,completed,single,regularly,yes,4.0,private,5 - 10,60,63,65
22795,female,group d,unknown,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,66,70,75
22796,male,unknown,master's degree,standard,none,single,regularly,unknown,1.0,unknown,> 10,46,46,45
22797,female,group e,master's degree,standard,unknown,married,regularly,yes,0.0,school_bus,< 5,70,71,73
22798,male,group c,high school,free/reduced,completed,divorced,regularly,yes,3.0,private,5 - 10,73,78,66
22799,female,group d,some college,standard,none,divorced,never,yes,3.0,private,5 - 10,73,74,77
22800,female,group e,unknown,free/reduced,none,married,sometimes,yes,0.0,private,< 5,80,83,78
22801,male,group c,master's degree,standard,none,married,never,yes,0.0,school_bus,unknown,71,70,68
22802,male,group d,some high school,standard,completed,married,sometimes,yes,1.0,private,< 5,68,56,53
22803,female,group c,master's degree,standard,completed,divorced,never,no,2.0,private,> 10,66,77,79
22804,female,group c,some high school,standard,none,single,never,yes,2.0,unknown,> 10,57,58,54
22805,male,group d,some high school,standard,completed,married,regularly,yes,1.0,school_bus,< 5,80,78,78
22806,female,group d,bachelor's degree,standard,none,married,sometimes,no,4.0,unknown,> 10,59,63,63
22807,female,group c,some high school,standard,completed,divorced,sometimes,yes,4.0,private,< 5,48,69,66
22808,female,group c,master's degree,standard,none,divorced,regularly,yes,2.0,private,< 5,63,69,71
22809,male,group b,bachelor's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,64,61,57
22810,male,group b,some college,standard,none,married,unknown,yes,2.0,unknown,5 - 10,56,50,45
22811,male,group b,some high school,free/reduced,completed,married,sometimes,yes,0.0,private,> 10,58,57,54
22812,female,group c,high school,free/reduced,none,married,regularly,yes,0.0,unknown,< 5,61,67,64
22813,female,group c,some high school,standard,none,single,sometimes,yes,3.0,unknown,> 10,51,52,56
22814,male,group e,bachelor's degree,standard,completed,married,sometimes,yes,1.0,private,5 - 10,86,80,85
22815,male,group a,some high school,standard,none,single,never,no,1.0,school_bus,5 - 10,72,62,58
22816,female,group e,associate's degree,standard,none,married,never,yes,1.0,school_bus,5 - 10,76,76,71
22817,male,group b,some college,standard,completed,married,regularly,yes,3.0,school_bus,> 10,70,59,62
22818,male,group b,associate's degree,standard,completed,single,regularly,yes,2.0,school_bus,5 - 10,64,64,62
22819,female,group d,some college,free/reduced,completed,married,never,no,4.0,school_bus,5 - 10,72,86,85
22820,male,group d,some college,free/reduced,none,divorced,sometimes,no,4.0,private,unknown,34,43,35
22821,female,group c,bachelor's degree,free/reduced,completed,married,never,no,1.0,school_bus,unknown,65,83,90
22822,male,group d,some high school,free/reduced,none,married,sometimes,no,2.0,school_bus,> 10,48,49,45
22823,female,group b,high school,standard,completed,married,sometimes,no,1.0,private,unknown,72,82,83
22824,male,group b,some college,free/reduced,completed,single,sometimes,no,2.0,private,5 - 10,45,55,48
22825,male,group b,some college,standard,none,single,sometimes,yes,0.0,school_bus,> 10,80,84,79
22826,male,unknown,bachelor's degree,standard,completed,single,never,no,3.0,school_bus,5 - 10,66,56,57
22827,female,group d,bachelor's degree,standard,none,divorced,regularly,yes,3.0,private,5 - 10,76,89,93
22828,female,group c,some college,standard,none,single,sometimes,yes,0.0,private,< 5,67,66,72
22829,male,group d,some college,standard,none,married,sometimes,yes,1.0,private,5 - 10,75,70,69
22830,male,group c,unknown,standard,none,single,sometimes,no,4.0,school_bus,> 10,77,66,63
22831,female,group c,high school,free/reduced,completed,married,regularly,no,2.0,private,< 5,84,89,89
22832,male,group b,some high school,standard,none,married,regularly,no,1.0,school_bus,5 - 10,73,55,57
22833,female,group c,associate's degree,standard,none,single,regularly,no,1.0,school_bus,5 - 10,73,76,73
22834,female,group b,associate's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,69,74,73
22835,female,group c,associate's degree,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,80,74,77
22836,female,group b,some high school,standard,none,married,sometimes,yes,1.0,private,5 - 10,55,67,66
22837,female,group c,high school,standard,none,married,sometimes,no,0.0,school_bus,< 5,80,82,78
22838,female,group a,high school,standard,none,married,regularly,yes,2.0,school_bus,< 5,37,52,53
22839,male,group e,master's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,100,94,93
22840,male,group d,high school,standard,none,married,sometimes,yes,1.0,unknown,5 - 10,72,68,64
22841,male,group a,some college,standard,none,married,sometimes,yes,2.0,school_bus,< 5,63,65,60
22842,male,group c,high school,free/reduced,none,married,sometimes,unknown,2.0,unknown,5 - 10,52,45,48
22843,male,group e,some college,standard,none,married,sometimes,yes,4.0,school_bus,> 10,79,66,69
22844,female,unknown,associate's degree,standard,unknown,married,never,no,3.0,unknown,5 - 10,59,70,64
22845,male,group e,some college,standard,completed,divorced,regularly,yes,5.0,private,< 5,82,61,72
22846,male,group c,some college,free/reduced,none,married,regularly,no,0.0,unknown,5 - 10,50,54,52
22847,male,group e,some high school,standard,unknown,married,sometimes,yes,2.0,school_bus,5 - 10,76,70,66
22848,male,group d,some college,free/reduced,completed,married,regularly,unknown,0.0,school_bus,5 - 10,58,63,59
22849,male,group e,master's degree,standard,completed,single,never,yes,2.0,private,5 - 10,92,88,89
22850,male,group e,master's degree,standard,none,divorced,sometimes,unknown,1.0,private,< 5,71,65,64
22851,male,group b,some college,standard,completed,single,sometimes,yes,2.0,private,< 5,70,66,69
22852,female,group c,some high school,standard,none,married,never,no,1.0,private,< 5,63,66,65
22853,female,group c,some college,standard,none,married,regularly,yes,0.0,private,5 - 10,75,86,82
22854,female,group b,some college,standard,none,single,never,no,1.0,school_bus,> 10,57,59,65
22855,male,group e,high school,standard,none,single,regularly,no,3.0,private,> 10,70,67,66
22856,male,group d,high school,standard,none,married,regularly,yes,1.0,school_bus,< 5,78,70,71
22857,male,group e,some high school,standard,none,single,regularly,yes,3.0,school_bus,> 10,59,53,42
22858,male,group b,high school,free/reduced,completed,divorced,regularly,yes,2.0,private,< 5,43,46,40
22859,male,group c,high school,standard,none,married,regularly,no,0.0,private,5 - 10,78,81,74
22860,female,group c,master's degree,standard,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10,75,86,94
22861,male,group c,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,70,65,62
22862,male,group b,bachelor's degree,standard,completed,married,sometimes,no,0.0,school_bus,5 - 10,55,47,51
22863,male,group c,some high school,standard,unknown,married,sometimes,yes,1.0,school_bus,< 5,71,68,64
22864,male,group b,some college,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,62,59,55
22865,female,group a,master's degree,standard,completed,married,sometimes,yes,2.0,private,5 - 10,68,92,91
22866,female,group c,high school,standard,unknown,married,sometimes,no,1.0,school_bus,5 - 10,68,74,78
22867,female,group d,high school,free/reduced,none,single,sometimes,no,1.0,private,< 5,42,54,57
22868,male,group c,associate's degree,free/reduced,completed,married,sometimes,no,5.0,private,5 - 10,70,60,58
22869,female,group d,some college,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,90,89,84
22870,male,group e,some college,free/reduced,none,single,regularly,yes,6.0,private,5 - 10,58,48,47
22871,male,group c,high school,standard,none,married,sometimes,yes,3.0,private,5 - 10,63,61,52
22872,female,group c,some high school,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,52,68,62
22873,female,group c,some high school,standard,none,widowed,sometimes,yes,1.0,private,< 5,77,90,88
22874,male,group e,associate's degree,standard,completed,single,sometimes,yes,1.0,school_bus,5 - 10,75,69,69
22875,male,group a,some high school,standard,none,single,sometimes,no,0.0,private,5 - 10,70,80,69
22876,male,group b,some high school,free/reduced,completed,married,regularly,yes,4.0,private,5 - 10,59,47,53
22877,female,group d,some college,standard,none,married,sometimes,yes,1.0,private,> 10,94,100,100
22878,female,group c,some college,free/reduced,completed,divorced,sometimes,yes,2.0,unknown,> 10,72,83,91
22879,male,group b,some high school,standard,none,divorced,regularly,no,2.0,school_bus,5 - 10,72,60,61
22880,male,group c,associate's degree,standard,unknown,single,regularly,yes,3.0,private,5 - 10,95,85,79
22881,female,group e,some high school,free/reduced,completed,divorced,sometimes,yes,1.0,private,5 - 10,76,81,82
22882,female,group c,associate's degree,standard,completed,divorced,regularly,yes,3.0,private,5 - 10,71,71,73
22883,female,group e,associate's degree,free/reduced,completed,single,sometimes,yes,1.0,private,5 - 10,71,87,86
22884,female,group c,high school,standard,completed,married,sometimes,no,1.0,unknown,> 10,79,84,90
22885,male,group c,some college,standard,none,married,sometimes,unknown,1.0,school_bus,< 5,62,65,60
22886,male,group d,some high school,standard,none,married,regularly,no,1.0,private,5 - 10,45,35,33
22887,male,group e,associate's degree,standard,none,divorced,unknown,no,1.0,school_bus,< 5,75,65,54
22888,female,group c,some college,standard,none,married,sometimes,yes,3.0,unknown,5 - 10,86,89,87
22889,female,group c,some college,standard,none,single,sometimes,yes,1.0,private,< 5,62,64,62
22890,female,group c,bachelor's degree,free/reduced,completed,married,unknown,yes,3.0,school_bus,5 - 10,66,78,83
22891,female,group b,high school,standard,completed,divorced,regularly,yes,1.0,school_bus,5 - 10,84,90,90
22892,female,group d,associate's degree,standard,completed,married,regularly,yes,0.0,school_bus,> 10,79,85,93
22893,female,group d,some high school,free/reduced,none,single,sometimes,no,1.0,school_bus,5 - 10,50,65,67
22894,female,group b,bachelor's degree,standard,none,single,regularly,yes,1.0,school_bus,< 5,88,91,86
22895,male,group b,master's degree,standard,none,divorced,regularly,yes,0.0,school_bus,< 5,84,86,85
22896,male,group e,associate's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,> 10,84,87,80
22897,female,group d,some college,standard,completed,married,sometimes,yes,1.0,private,> 10,65,66,73
22898,male,group c,some high school,standard,none,unknown,regularly,no,1.0,school_bus,5 - 10,85,87,78
22899,female,group c,some high school,standard,none,married,never,yes,2.0,private,< 5,58,71,71
22900,male,group c,high school,standard,none,married,sometimes,no,1.0,private,5 - 10,54,60,45
22901,female,group b,associate's degree,standard,none,single,never,no,1.0,private,5 - 10,46,59,60
22902,female,group e,some high school,free/reduced,completed,divorced,regularly,yes,3.0,private,5 - 10,77,82,78
22903,male,group c,bachelor's degree,free/reduced,none,divorced,regularly,yes,1.0,private,5 - 10,56,47,51
22904,female,group a,associate's degree,standard,none,married,sometimes,unknown,1.0,private,5 - 10,74,85,84
22905,male,group c,some high school,standard,none,married,sometimes,no,2.0,private,5 - 10,94,81,77
22906,male,group d,high school,free/reduced,completed,divorced,sometimes,no,3.0,private,< 5,80,77,81
22907,female,group d,high school,free/reduced,completed,married,sometimes,yes,1.0,unknown,5 - 10,37,50,52
22908,male,group a,some high school,standard,none,married,regularly,yes,3.0,school_bus,< 5,71,66,61
22909,male,group e,some high school,standard,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,75,69,71
22910,female,group e,high school,standard,none,divorced,never,no,1.0,private,< 5,79,81,83
22911,female,group c,high school,standard,none,single,regularly,unknown,4.0,private,< 5,55,67,64
22912,female,group c,associate's degree,standard,completed,single,regularly,no,3.0,school_bus,5 - 10,83,92,95
22913,male,group c,some high school,standard,completed,married,regularly,yes,3.0,school_bus,5 - 10,63,68,62
22914,male,group b,associate's degree,standard,completed,married,regularly,yes,1.0,private,5 - 10,81,66,65
22915,male,group c,unknown,standard,completed,married,sometimes,no,1.0,school_bus,< 5,69,72,67
22916,female,group b,some high school,free/reduced,none,divorced,sometimes,no,2.0,school_bus,5 - 10,72,78,75
22917,female,group b,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,2.0,private,unknown,44,51,58
22918,female,group e,some high school,standard,completed,divorced,sometimes,yes,0.0,private,5 - 10,66,65,64
22919,male,group c,high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,91,82,74
22920,female,group c,associate's degree,free/reduced,none,married,sometimes,yes,2.0,unknown,> 10,59,75,72
22921,male,group b,some high school,standard,none,married,regularly,no,1.0,school_bus,> 10,66,65,64
22922,male,group a,associate's degree,free/reduced,none,single,sometimes,yes,2.0,school_bus,5 - 10,71,68,71
22923,female,group d,bachelor's degree,free/reduced,none,married,regularly,no,1.0,unknown,5 - 10,62,72,78
22924,female,unknown,some college,free/reduced,none,married,unknown,no,6.0,school_bus,> 10,50,53,61
22925,male,group c,some college,standard,none,married,regularly,unknown,2.0,school_bus,5 - 10,85,84,83
22926,male,group a,some college,free/reduced,completed,married,regularly,no,1.0,school_bus,5 - 10,45,48,45
22927,female,group a,associate's degree,standard,completed,married,never,yes,1.0,private,5 - 10,68,77,78
22928,male,group a,high school,standard,unknown,divorced,sometimes,no,1.0,private,5 - 10,69,66,67
22929,female,group b,some college,standard,unknown,married,regularly,no,3.0,school_bus,5 - 10,75,82,80
22930,male,group e,some high school,free/reduced,completed,married,never,yes,0.0,school_bus,5 - 10,89,83,82
22931,male,group e,associate's degree,standard,completed,single,sometimes,yes,5.0,school_bus,5 - 10,83,72,70
22932,male,group c,some high school,standard,none,single,regularly,yes,3.0,school_bus,< 5,76,80,70
22933,male,group b,high school,free/reduced,none,single,regularly,no,1.0,school_bus,< 5,60,59,56
22934,female,unknown,bachelor's degree,standard,completed,married,sometimes,no,1.0,unknown,5 - 10,55,71,72
22935,male,unknown,some college,standard,completed,married,never,yes,0.0,school_bus,< 5,78,76,76
22936,male,group d,some college,standard,none,married,sometimes,yes,5.0,private,< 5,54,56,52
22937,female,group c,some college,standard,completed,married,regularly,no,2.0,private,< 5,86,93,91
22938,female,group d,bachelor's degree,standard,none,married,sometimes,unknown,3.0,private,< 5,71,74,81
22939,male,group a,high school,standard,unknown,married,regularly,yes,2.0,private,5 - 10,84,77,74
22940,female,group a,unknown,standard,none,divorced,never,yes,3.0,private,5 - 10,72,84,81
22941,female,group a,some high school,standard,none,married,sometimes,yes,2.0,school_bus,< 5,49,57,56
22942,female,group d,some high school,standard,none,married,regularly,no,4.0,private,5 - 10,72,79,76
22943,female,group c,high school,free/reduced,none,married,never,yes,1.0,unknown,5 - 10,50,51,50
22944,female,group b,bachelor's degree,standard,none,married,sometimes,yes,5.0,school_bus,< 5,83,98,96
22945,male,group d,high school,standard,none,single,sometimes,yes,1.0,private,5 - 10,64,48,50
22946,female,group d,high school,standard,unknown,married,sometimes,yes,2.0,unknown,5 - 10,53,62,58
22947,female,group c,associate's degree,standard,none,single,regularly,no,0.0,unknown,> 10,64,76,74
22948,male,group e,associate's degree,standard,none,divorced,regularly,no,1.0,private,5 - 10,100,96,94
22949,female,unknown,high school,free/reduced,completed,married,never,yes,1.0,private,5 - 10,57,72,72
22950,female,group c,high school,standard,none,married,regularly,yes,2.0,private,< 5,66,82,73
22951,male,unknown,associate's degree,standard,completed,married,regularly,unknown,1.0,school_bus,< 5,93,90,95
22952,male,group c,unknown,standard,completed,single,regularly,yes,0.0,private,< 5,69,65,64
22953,female,group c,high school,standard,completed,divorced,regularly,no,1.0,school_bus,unknown,70,77,82
22954,female,unknown,some college,free/reduced,completed,married,sometimes,no,1.0,private,< 5,43,66,66
22955,female,group a,high school,free/reduced,none,divorced,regularly,yes,4.0,private,5 - 10,42,51,50
22956,male,group d,some college,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,79,69,67
22957,female,group c,master's degree,standard,completed,married,regularly,yes,4.0,school_bus,5 - 10,91,96,97
22958,female,group d,some college,standard,none,divorced,never,yes,2.0,school_bus,5 - 10,74,79,79
22959,male,group d,some high school,standard,none,divorced,regularly,no,2.0,school_bus,5 - 10,69,66,70
22960,female,unknown,associate's degree,standard,none,married,sometimes,yes,4.0,school_bus,> 10,79,73,75
22961,female,unknown,unknown,standard,completed,single,sometimes,yes,3.0,school_bus,5 - 10,62,72,77
22962,female,group c,some college,standard,completed,married,never,yes,1.0,private,5 - 10,75,86,84
22963,male,group d,associate's degree,standard,none,married,regularly,no,1.0,private,< 5,67,63,63
22964,male,group c,high school,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,59,56,60
22965,male,group e,bachelor's degree,free/reduced,completed,married,never,no,1.0,school_bus,5 - 10,73,74,70
22966,male,group c,high school,standard,unknown,married,sometimes,yes,4.0,school_bus,5 - 10,82,83,67
22967,male,group d,associate's degree,free/reduced,none,single,sometimes,yes,4.0,private,5 - 10,67,57,66
22968,male,group d,associate's degree,free/reduced,none,widowed,regularly,no,3.0,school_bus,5 - 10,56,49,44
22969,male,group c,some high school,standard,none,married,sometimes,yes,3.0,private,5 - 10,32,31,26
22970,female,group b,high school,free/reduced,completed,single,sometimes,yes,6.0,private,unknown,56,75,71
22971,male,group e,some high school,free/reduced,completed,married,sometimes,no,2.0,school_bus,< 5,63,65,63
22972,male,group c,bachelor's degree,standard,none,divorced,regularly,yes,3.0,private,< 5,66,64,61
22973,female,group d,high school,standard,none,single,regularly,yes,7.0,school_bus,< 5,92,91,94
22974,female,unknown,unknown,standard,none,single,sometimes,unknown,2.0,private,5 - 10,95,100,98
22975,female,group b,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,< 5,67,72,71
22976,male,group d,associate's degree,standard,none,divorced,sometimes,no,2.0,school_bus,5 - 10,76,60,63
22977,male,group e,some high school,free/reduced,unknown,married,never,yes,1.0,private,5 - 10,59,56,44
22978,male,group d,high school,standard,none,divorced,sometimes,yes,2.0,school_bus,> 10,69,70,66
22979,male,group c,some high school,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10,73,70,58
22980,male,group c,some college,standard,none,single,sometimes,yes,3.0,private,< 5,59,51,50
22981,female,group c,some high school,standard,none,married,regularly,no,3.0,school_bus,unknown,76,70,73
22982,female,group e,bachelor's degree,standard,completed,unknown,sometimes,no,3.0,private,< 5,62,73,76
22983,female,group d,some college,standard,completed,single,never,yes,3.0,private,5 - 10,83,98,97
22984,female,group c,associate's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,46,48,49
22985,female,group d,some college,free/reduced,completed,single,never,yes,1.0,private,< 5,67,82,85
22986,male,group e,high school,free/reduced,none,married,sometimes,yes,0.0,school_bus,< 5,64,57,43
22987,male,group a,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,> 10,61,69,68
22988,female,group c,unknown,standard,unknown,married,never,yes,1.0,private,< 5,63,69,69
22989,male,group c,some college,standard,none,married,regularly,yes,0.0,private,< 5,82,70,65
22990,female,group a,associate's degree,standard,completed,married,regularly,no,1.0,school_bus,5 - 10,44,42,52
22991,male,group d,some high school,standard,none,single,regularly,unknown,0.0,private,5 - 10,59,52,49
22992,female,group c,bachelor's degree,standard,completed,single,never,yes,0.0,school_bus,5 - 10,86,85,97
22993,male,group c,high school,standard,completed,married,regularly,yes,3.0,private,5 - 10,73,70,71
22994,male,group d,some college,standard,none,married,never,yes,1.0,school_bus,5 - 10,97,89,84
22995,female,group a,associate's degree,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,< 5,61,77,70
22996,male,group d,master's degree,free/reduced,none,married,never,yes,4.0,unknown,> 10,87,79,85
22997,female,group c,high school,standard,none,single,regularly,yes,2.0,school_bus,< 5,62,71,75
22998,female,group c,unknown,standard,completed,married,never,unknown,3.0,private,5 - 10,46,62,59
22999,female,group d,master's degree,standard,unknown,single,regularly,no,2.0,school_bus,< 5,71,70,70
23000,male,group d,associate's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,71,63,67
23001,female,group c,some high school,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,46,51,50
23002,female,group d,some college,standard,none,single,sometimes,no,2.0,private,5 - 10,66,68,61
23003,female,group c,associate's degree,standard,completed,divorced,regularly,yes,2.0,private,5 - 10,67,75,80
23004,female,group c,unknown,standard,completed,single,regularly,yes,0.0,private,< 5,63,84,83
23005,female,group b,associate's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,83,96,95
23006,male,group c,high school,standard,none,divorced,sometimes,yes,0.0,private,< 5,46,59,48
23007,female,group e,some high school,standard,none,married,unknown,yes,0.0,school_bus,< 5,64,70,65
23008,female,group b,high school,standard,none,married,regularly,yes,3.0,school_bus,> 10,68,82,80
23009,female,group a,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,70,80,77
23010,female,group b,unknown,free/reduced,none,single,regularly,yes,2.0,private,< 5,66,76,75
23011,male,group c,some college,free/reduced,none,married,regularly,no,1.0,school_bus,> 10,76,74,67
23012,female,group c,some college,standard,none,married,sometimes,yes,1.0,school_bus,> 10,53,55,61
23013,female,group b,bachelor's degree,free/reduced,none,divorced,regularly,yes,0.0,unknown,5 - 10,37,58,59
23014,female,group b,some college,free/reduced,none,unknown,sometimes,yes,2.0,private,5 - 10,63,72,71
23015,male,unknown,master's degree,standard,completed,married,regularly,unknown,3.0,school_bus,< 5,86,79,84
23016,male,group b,associate's degree,free/reduced,completed,single,regularly,yes,1.0,private,> 10,68,74,70
23017,male,group c,some high school,standard,completed,unknown,sometimes,yes,0.0,school_bus,> 10,77,66,73
23018,male,group e,some college,standard,none,divorced,never,no,2.0,school_bus,5 - 10,94,71,75
23019,male,unknown,some high school,standard,completed,unknown,sometimes,no,2.0,private,unknown,53,42,45
23020,female,group c,high school,standard,none,married,sometimes,no,1.0,school_bus,< 5,65,76,70
23021,female,group c,master's degree,free/reduced,none,divorced,unknown,no,4.0,school_bus,5 - 10,54,70,73
23022,female,group d,some high school,free/reduced,completed,divorced,sometimes,yes,1.0,unknown,5 - 10,53,62,63
23023,female,group c,some high school,standard,none,single,sometimes,no,3.0,private,< 5,57,61,61
23024,male,group c,high school,standard,unknown,married,regularly,yes,3.0,school_bus,< 5,83,79,71
23025,male,group e,some college,free/reduced,completed,married,sometimes,unknown,2.0,private,5 - 10,78,85,79
23026,male,group d,some high school,standard,none,married,regularly,no,3.0,school_bus,unknown,69,74,67
23027,male,group b,bachelor's degree,standard,none,married,sometimes,no,0.0,school_bus,5 - 10,69,78,69
23028,male,group d,some college,standard,completed,divorced,never,yes,2.0,school_bus,5 - 10,96,91,91
23029,male,group d,high school,free/reduced,completed,married,never,no,1.0,private,< 5,50,47,43
23030,female,group c,some high school,standard,none,married,sometimes,yes,2.0,private,< 5,53,63,64
23031,male,group c,some college,free/reduced,none,married,regularly,yes,1.0,private,unknown,65,62,59
